repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,delay_sum,max_delay,path_length,mean_time,solve_time
2,1,444,33,0.5,ILP,0.966,True,0.0,True,17,18.355291488501308,4.338583199805982,34,4.762382854325038,20.748234510421753
2,1,444,33,0.5,MILP,0.966,True,0.0,True,17,18.355291488501308,4.338583199805982,34,4.762382854325038,3.305501699447632
2,1,444,33,0.5,Dijkstra,0.966,True,0.0,True,17,18.355291488501308,4.338583199805982,34,4.762382854325038,0.002501267999832635
2,1,444,33,0.7,ILP,0.992,True,0.0,True,4,5.652540317420895,2.616715217608709,36,4.778334453758659,19.032997846603394
2,1,444,33,0.7,MILP,0.992,False,0.0,True,4,5.592339315536151,2.60314991988359,34,4.762382854325038,4.797632217407227
2,1,444,33,0.7,Dijkstra,0.992,False,0.0,True,4,5.592339315536151,2.60314991988359,34,4.762382854325038,0.002470198000082746
2,1,444,33,0.9,ILP,0.996,True,0.0,True,2,1.497341430852254,0.8677166399611966,34,4.762382854325038,4.58222508430481
2,1,444,33,0.9,MILP,0.996,True,0.0,True,2,1.497341430852254,0.8677166399611966,34,4.762382854325038,10.660908222198486
2,1,444,33,0.9,Dijkstra,0.996,True,0.0,True,2,1.497341430852254,0.8677166399611966,34,4.762382854325038,0.0026904339993052417
2,2,143,467,0.5,ILP,0.776,True,0.0,True,112,49.612559905444556,1.7525052362910376,50,3.8219826563254675,98.67507791519165
2,2,143,467,0.5,MILP,0.776,True,0.0,True,112,49.612559905444556,1.7525052362910376,50,3.8219826563254675,3.1897685527801514
2,2,143,467,0.5,Dijkstra,0.776,True,0.0,True,112,49.612559905444556,1.7525052362910376,50,3.8219826563254675,0.002434941000501567
2,2,143,467,0.7,ILP,0.952,True,0.0,True,24,4.565100478987359,1.0515031417746226,50,3.8219826563254675,25.25232219696045
2,2,143,467,0.7,MILP,0.952,True,0.0,True,24,4.565100478987359,1.0515031417746226,50,3.8219826563254675,3.25917649269104
