repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,delay_sum,max_delay,path_length,mean_time,status,reference_available,reference_status,deadline_mode,solve_time
0,0,145,507,0.5,ILP,0.99,True,0.0,True,5,29.72760432155129,10.94504622535483,134,10.510991726809884,Optimal,True,Optimal,heuristic,18.647751427999992
0,0,145,507,0.5,MILP,0.984,False,0.006000000000000005,False,8,27.40572302184126,10.99033483815682,109,10.30897976012369,Optimal,True,Optimal,heuristic,14.391553362000195
0,0,145,507,0.5,Dijkstra,0.976,False,0.014000000000000012,False,12,69.51175434539881,29.081858303491416,104,10.306883558988845,Optimal,True,Optimal,heuristic,0.002808349000133603
0,0,145,507,0.6,ILP,0.994,True,0.0,True,3,16.68092305221828,8.801325593085853,109,10.30897976012369,Optimal,True,Optimal,heuristic,13.014513373999762
0,0,145,507,0.6,MILP,0.994,True,0.0,True,3,16.68092305221828,8.801325593085853,109,10.30897976012369,Optimal,True,Optimal,heuristic,5.027665591999721
0,0,145,507,0.6,Dijkstra,0.984,False,0.010000000000000009,False,8,47.15965201911666,26.89284905842045,104,10.306883558988845,Optimal,True,Optimal,heuristic,0.0036650300003202574
0,0,145,507,0.7,ILP,0.996,True,0.0,True,2,10.227463591277168,6.61231634801489,109,10.30897976012369,Optimal,True,Optimal,heuristic,5.662755581000056
0,0,145,507,0.7,MILP,0.996,True,0.0,True,2,10.227463591277168,6.61231634801489,109,10.30897976012369,Optimal,True,Optimal,heuristic,7.054221119999966
0,0,145,507,0.7,Dijkstra,0.994,False,0.0020000000000000018,False,3,34.61692083331337,24.703839813349486,104,10.306883558988845,Optimal,True,Optimal,heuristic,0.003904022999904555
0,0,145,507,0.8,ILP,0.996,True,0.0,True,2,7.179142702069328,4.378018490141933,134,10.510991726809884,Optimal,True,Optimal,heuristic,4.304864952000116
0,0,145,507,0.8,MILP,0.996,False,0.0,True,2,5.849445101135235,4.423307102943923,109,10.308979760123691,Optimal,True,Optimal,heuristic,5.649692516999949
0,0,145,507,0.8,Dijkstra,0.994,False,0.0020000000000000018,False,3,28.049893098100476,22.51483056827852,104,10.306883558988845,Optimal,True,Optimal,heuristic,0.00775953499987736
0,0,145,507,0.9,ILP,0.998,True,0.0,True,1,2.2342978578729564,2.2342978578729564,109,10.30897976012369,Optimal,True,Optimal,heuristic,4.648198730000331
0,0,145,507,0.9,MILP,0.998,False,0.0,True,1,2.2342978578729564,2.2342978578729564,109,10.30897976012369,Optimal,True,Optimal,heuristic,5.05528896199985
0,0,145,507,0.9,Dijkstra,0.996,False,0.0020000000000000018,False,2,22.443128770725956,20.325821323207553,104,10.306883558988845,Optimal,True,Optimal,heuristic,0.00471430000015971
0,1,444,33,0.5,ILP,0.954,True,0.0,True,23,101.6599781330776,51.99305017242385,34,4.855134480277447,Optimal,True,Optimal,heuristic,23.376957574000244
0,1,444,33,0.5,MILP,0.942,False,0.01200000000000001,False,29,39.648973423715184,5.32522442635141,34,6.343949863268419,Optimal,True,Optimal,heuristic,15.922055356000328
0,1,444,33,0.5,Dijkstra,0.954,True,0.0,True,23,101.6599781330776,51.99305017242385,34,4.855134480277447,Optimal,True,Optimal,heuristic,0.005034537000028649
0,1,444,33,0.6,ILP,0.976,True,0.0,True,12,18.79773137907372,4.2743016966360745,34,6.343949863268419,Optimal,True,Optimal,heuristic,23.098769575000006
0,1,444,33,0.6,MILP,0.976,True,0.0,True,12,18.79773137907372,4.2743016966360745,34,6.343949863268419,Optimal,True,Optimal,heuristic,15.397306477999791
0,1,444,33,0.6,Dijkstra,0.966,False,0.010000000000000009,False,17,81.27769876458737,50.94212744270851,34,4.855134480277447,Optimal,True,Optimal,heuristic,0.0033792419999372214
0,1,444,33,0.7,ILP,0.984,True,0.0,True,8,9.29467618608375,3.2699116210451127,36,6.3895379042480505,Optimal,True,Optimal,heuristic,21.203987951999807
0,1,444,33,0.7,MILP,0.984,False,0.0,True,8,8.229573300536845,3.1527681891460055,41,6.339531123195162,Optimal,True,Optimal,heuristic,13.021804340000017
0,1,444,33,0.7,Dijkstra,0.982,False,0.0020000000000000018,False,9,67.21213045980859,49.89120471299317,34,4.855134480277447,Optimal,True,Optimal,heuristic,0.002777137000066432
