method,punctuality_prob,objective_gap,tie_aware_correct,path_length,mean_time,late_count,delay_sum,max_delay,solve_time,correct,repeat,od_idx,origin,dest,alpha
ILP,0.954,0.0,True,34,4.855134480277447,23,101.6599781330776,51.99305017242385,23.376957574000244,True,0,1,444,33,0.5
MILP,0.942,0.01200000000000001,False,34,6.343949863268419,29,39.648973423715184,5.32522442635141,15.922055356000328,False,0,1,444,33,0.5
Dijkstra,0.954,0.0,True,34,4.855134480277447,23,101.6599781330776,51.99305017242385,0.005034537000028649,True,0,1,444,33,0.5
ILP,0.976,0.0,True,33,5.4034243254095475,12,24.17630057573784,6.753964959971,13.793326840999725,True,0,4,377,86,0.6
MILP,0.964,0.01200000000000001,False,10,6.10968236828204,18,23.164305528047574,4.689888568610787,16.23343697600012,False,0,4,377,86,0.6
Dijkstra,0.976,0.0,True,31,5.370880432260632,12,23.814610751978726,6.729845113257596,0.004083916000126919,False,0,4,377,86,0.6
ILP,0.988,0.0,True,39,2.2074384442151858,6,9.689768617569307,4.926082357941007,13.290899505000198,True,0,7,362,294,0.5
MILP,0.968,0.020000000000000018,False,58,4.131320730737601,16,7.685772319330871,1.8849104307836377,10.515451434999704,False,0,7,362,294,0.5
Dijkstra,0.988,0.0,True,39,2.2074384442151858,6,9.689768617569307,4.926082357941007,0.003981199999543605,True,0,7,362,294,0.5
ILP,0.99,0.0,True,39,2.2074384442151858,5,7.497988268297012,4.54910027178428,18.367681808999805,True,0,7,362,294,0.6
MILP,0.988,0.0020000000000000018,False,58,4.131320730737601,6,4.050680744641348,1.5079283446269107,7.20290760700027,False,0,7,362,294,0.6
Dijkstra,0.99,0.0,True,39,2.2074384442151858,5,7.497988268297012,4.54910027178428,0.0030436220004048664,True,0,7,362,294,0.6
ILP,0.978,0.0,True,85,6.917944274720863,11,19.238346352236007,4.390387300144358,25.338418510999873,True,0,8,195,60,0.6
MILP,0.976,0.0020000000000000018,False,134,8.454584921902388,12,18.78644442508612,3.806650729050098,12.863777962000313,False,0,8,195,60,0.6
Dijkstra,0.978,0.0,True,85,6.917944274720863,11,19.238346352236007,4.390387300144358,0.0039595469997948385,True,0,8,195,60,0.6
ILP,0.986,0.0,True,45,2.793700362897624,7,3.3474371462681765,0.7331261007980037,22.38938085999962,True,0,9,510,438,0.7
MILP,0.978,0.008000000000000007,False,50,2.815289945565738,11,2.7320663368714024,0.7017205922109437,3.8131124980000095,False,0,9,510,438,0.7
Dijkstra,0.986,0.0,True,45,2.793700362897624,7,3.3474371462681765,0.7331261007980037,0.0027833240001200465,True,0,9,510,438,0.7
ILP,0.998,0.0,True,42,2.4639651626210615,1,3.094000613966788,3.094000613966788,10.238951983000334,True,0,10,310,532,0.8
MILP,0.992,0.006000000000000005,False,107,5.522935526220704,4,3.0711021392433597,2.706654924006923,11.047052558999894,False,0,10,310,532,0.8
Dijkstra,0.998,0.0,True,42,2.4639651626210615,1,3.094000613966788,3.094000613966788,0.004440673999852152,True,0,10,310,532,0.8
ILP,0.998,0.0,True,107,5.522935526220704,1,2.030533630783678,2.030533630783678,5.929163382999832,True,0,10,310,532,0.9
MILP,0.992,0.006000000000000005,False,39,2.8669010484149218,4,0.9718158118587974,0.676121293223245,10.553897036999842,False,0,10,310,532,0.9
Dijkstra,0.998,0.0,True,42,2.4639651626210615,1,2.417879320743543,2.417879320743543,0.003293857999778993,False,0,10,310,532,0.9
ILP,0.998,0.0,True,35,6.075409674752515,1,44.57228175183822,44.57228175183822,3.9592729120013246,True,0,15,185,499,0.5
MILP,0.984,0.014000000000000012,False,85,11.178507980097848,8,33.24795440073051,11.59360194268669,21.177317493999,False,0,15,185,499,0.5
Dijkstra,0.998,0.0,True,31,5.958818466082937,1,44.49305469593531,44.49305469593531,0.0036818140015384415,False,0,15,185,499,0.5
ILP,0.998,0.0,True,43,8.094106661369088,1,44.72500841986392,44.72500841986392,3.894516090000252,True,0,15,185,499,0.6
MILP,0.992,0.006000000000000005,False,85,11.178507980097848,4,18.971129657853034,9.274881554149353,13.0069660019999,False,0,15,185,499,0.6
Dijkstra,0.998,0.0,True,31,5.958818466082937,1,42.17433430739797,42.17433430739797,0.0027632849996734876,False,0,15,185,499,0.6
ILP,0.998,0.0,True,69,10.492167032679859,1,45.599537314153466,45.599537314153466,5.762431703000402,True,0,15,185,499,0.7
MILP,0.994,0.0040000000000000036,False,85,11.178507980097848,3,11.80474031049416,6.956161165612016,11.133974139998827,False,0,15,185,499,0.7
Dijkstra,0.998,0.0,True,31,5.958818466082937,1,39.855613918860634,39.855613918860634,0.004002017001766944,False,0,15,185,499,0.7
ILP,0.998,0.0,True,31,5.958818466082937,1,37.53689353032329,37.53689353032329,4.436967460000233,True,0,15,185,499,0.8
MILP,0.996,0.0020000000000000018,False,84,11.178507980097846,2,6.382167768915835,4.637440777074673,3.5260756079987914,False,0,15,185,499,0.8
Dijkstra,0.998,0.0,True,31,5.958818466082937,1,37.53689353032329,37.53689353032329,0.0026463160011189757,True,0,15,185,499,0.8
ILP,0.95,0.0,True,34,4.8717981243019945,25,82.68817506811372,15.484319429022243,38.02399436899941,True,1,1,444,33,0.5
MILP,0.9339999999999999,0.016000000000000014,False,34,6.224538345604252,33,33.27618035400921,4.275094521229002,16.381472173001384,False,1,1,444,33,0.5
Dijkstra,0.95,0.0,True,34,4.8717981243019945,25,82.68817506811372,15.484319429022243,0.003839519999019103,True,1,1,444,33,0.5
ILP,0.998,0.0,True,50,3.8334835900758826,1,0.7981534879636563,0.7981534879636563,6.34919611299847,True,1,2,143,467,0.9
MILP,0.996,0.0020000000000000018,False,91,5.229534526541203,2,0.5476242903507753,0.36479137161750774,7.18151047199899,False,1,2,143,467,0.9
Dijkstra,0.998,0.0,True,50,3.8334835900758826,1,0.7981534879636563,0.7981534879636563,0.0028333430000202497,True,1,2,143,467,0.9
ILP,0.988,0.0,True,39,2.2080038964398017,6,8.863722726918063,2.4448648789948457,38.850860192000255,True,1,7,362,294,0.6
MILP,0.9339999999999999,0.05400000000000005,False,58,4.148947477850743,33,8.815895668267796,1.1757991389415974,13.149815485001454,False,1,7,362,294,0.6
Dijkstra,0.988,0.0,True,39,2.2080038964398017,6,8.863722726918063,2.4448648789948457,0.005975815000056173,True,1,7,362,294,0.6
ILP,0.988,0.0,True,39,2.2080038964398017,6,7.100024018505669,2.150915094259447,21.317936526000267,True,1,7,362,294,0.7
MILP,0.98,0.008000000000000007,False,58,4.148947477850743,10,2.7285654793063454,0.8818493542061985,8.139829248999376,False,1,7,362,294,0.7
Dijkstra,0.988,0.0,True,39,2.2080038964398017,6,7.100024018505669,2.150915094259447,0.0033548820010764757,True,1,7,362,294,0.7
ILP,0.924,0.0,True,87,7.084142808333612,38,129.8188231628186,17.537875154613253,62.62280442199881,True,1,8,195,60,0.5
MILP,0.894,0.030000000000000027,False,134,8.402898116370764,53,52.25289575726906,3.9541915207985507,13.329905668999345,False,1,8,195,60,0.5
Dijkstra,0.928,-0.0040000000000000036,False,85,6.906089969180904,36,122.94549888846204,17.346077159227363,0.003674748999401345,False,1,8,195,60,0.5
ILP,0.96,0.0,True,42,2.4870746934226733,20,30.084732223307974,3.4622900530347955,26.682800698999927,True,1,10,310,532,0.5
MILP,0.946,0.014000000000000012,False,39,2.8224356934473906,27,23.348351593101306,2.9487480110075515,12.789072710000255,False,1,10,310,532,0.5
Dijkstra,0.96,0.0,True,42,2.4870746934226733,20,30.084732223307974,3.4622900530347955,0.0027878889995918144,True,1,10,310,532,0.5
ILP,0.994,0.0,True,14,2.918629622752059,3,11.316248189957474,6.363295572701865,8.744563232001383,True,1,11,387,332,0.7
MILP,0.984,0.010000000000000009,False,23,7.424078477300023,8,9.272773625922182,3.575798073748242,9.474318179996772,False,1,11,387,332,0.7
Dijkstra,0.994,0.0,True,14,2.918629622752059,3,11.316248189957474,6.363295572701865,0.004693983002653113,True,1,11,387,332,0.7
ILP,0.996,0.0,True,14,2.918629622752059,2,8.128253681298844,5.196566068974537,7.3279506510007195,True,1,11,387,332,0.8
MILP,0.994,0.0020000000000000018,False,23,7.424078477300023,3,3.722122300670865,2.4090685700209136,2.8943953220004914,False,1,11,387,332,0.8
Dijkstra,0.996,0.0,True,14,2.918629622752059,2,8.128253681298844,5.196566068974537,0.0026409249985590577,True,1,11,387,332,0.8
ILP,0.992,0.0,True,31,5.978362288363676,4,18.668019878649844,10.04359075846896,19.198914421001973,True,1,15,185,499,0.8
MILP,0.968,0.02400000000000002,False,85,10.974417115965272,16,12.635382220350548,2.1245381268653265,14.676226567000413,False,1,15,185,499,0.8
Dijkstra,0.992,0.0,True,31,5.978362288363676,4,18.668019878649844,10.04359075846896,0.0027639749969239347,True,1,15,185,499,0.8
ILP,0.994,0.0,True,31,5.978362288363682,3,14.610301013499175,8.981321695036296,19.5742907260028,True,1,15,185,499,0.9
MILP,0.99,0.0040000000000000036,False,85,10.974417115965272,5,2.342815519335211,1.0622690634326624,12.458089281000866,False,1,15,185,499,0.9
Dijkstra,0.994,0.0,True,31,5.978362288363676,3,14.610301013499164,8.981321695036296,0.010402601001260336,False,1,15,185,499,0.9
ILP,0.96,0.0,True,34,4.7741274589480795,20,91.34864307347071,24.60963232204956,14.634459590997722,True,2,1,444,33,0.5
