repeat,od_idx,origin,dest,destination,alpha,tau,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,lateness_count,on_time_count,delay_sum,max_delay,path_length,mean_time,path_edges,sample_travel_times,arrival_time_indices,time_step,conclusion,status,reference_available,reference_status,deadline_mode,solve_time
0,0,0,3,3,0.3,2.0711044270498795,Yang_OTAP_ILP,0.45,,,,11,11,9,12.217851302451324,1.9288955729501205,1,2.65,"[(0, 3)]",[2. 3. 4. 2. 3. 2. 2. 3. 3. 3. 2. 3. 2. 3. 2. 2. 4. 2. 3. 3.],[2 3 4 2 3 2 2 3 3 3 2 3 2 3 2 2 4 2 3 3],1.0,"Yang_OTAP_ILP found path [(0, 3)] with on-time probability 0.45 under threshold 2.0711; 9/20 samples arrive on time.",Optimal,False,,exact,0.04130583100049989
0,0,0,3,3,0.5,2.1114654706328104,Yang_OTAP_ILP,0.45,,,,11,11,9,11.773879823039087,1.8885345293671896,1,2.65,"[(0, 3)]",[2. 3. 4. 2. 3. 2. 2. 3. 3. 3. 2. 3. 2. 3. 2. 2. 4. 2. 3. 3.],[2 3 4 2 3 2 2 3 3 3 2 3 2 3 2 2 4 2 3 3],1.0,"Yang_OTAP_ILP found path [(0, 3)] with on-time probability 0.45 under threshold 2.11147; 9/20 samples arrive on time.",Optimal,False,,exact,0.017565312999977323
0,0,0,3,3,0.7,2.1518265142157413,Yang_OTAP_ILP,0.45,,,,11,11,9,11.329908343626844,1.8481734857842587,1,2.65,"[(0, 3)]",[2. 3. 4. 2. 3. 2. 2. 3. 3. 3. 2. 3. 2. 3. 2. 2. 4. 2. 3. 3.],[2 3 4 2 3 2 2 3 3 3 2 3 2 3 2 2 4 2 3 3],1.0,"Yang_OTAP_ILP found path [(0, 3)] with on-time probability 0.45 under threshold 2.15183; 9/20 samples arrive on time.",Optimal,False,,exact,0.014502940999591374
