method,mean_punctuality_prob,mean_solve_time_s,optimal_rate,reference_available_rate,tie_aware_accuracy,path_match_accuracy,mean_objective_gap,mean_lateness_count,mean_on_time_count
Yang_OTAP_ILP,0.45,0.024458028333356197,1.0,0.0,,,,11.0,9.0
