method,mean_punctuality_prob,mean_solve_time_s,optimal_rate,reference_available_rate,tie_aware_accuracy,path_match_accuracy,mean_objective_gap,mean_lateness_count,mean_on_time_count
Yang_OTAP_ILP,0.7250000000000001,2.713162167999826,1.0,0.0,,,,13.75,36.25
