repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,solve_time
1,7,26,53,0.9,ILP,0.998,True,0.09353399276733398
1,7,26,53,0.9,MILP,0.998,True,0.09618258476257324
1,7,26,53,0.9,Dijkstra,0.994,False,0.0002906600002461346
1,8,35,28,0.5,ILP,0.928,True,0.36801648139953613
1,8,35,28,0.5,MILP,0.928,True,0.1154489517211914
1,8,35,28,0.5,Dijkstra,0.928,True,0.0002667650001058064
1,8,35,28,0.6,ILP,0.972,True,0.175797700881958
1,8,35,28,0.6,MILP,0.972,True,0.09991621971130371
1,8,35,28,0.6,Dijkstra,0.972,True,0.0003009110000675719
1,8,35,28,0.7,ILP,0.99,True,0.13773703575134277
1,8,35,28,0.7,MILP,0.99,True,0.10165071487426758
1,8,35,28,0.7,Dijkstra,0.99,True,0.0002866580002773844
1,8,35,28,0.8,ILP,0.992,True,0.14280080795288086
1,8,35,28,0.8,MILP,0.992,True,0.1184394359588623
1,8,35,28,0.8,Dijkstra,0.992,True,0.0003728889996637008
1,8,35,28,0.9,ILP,0.996,True,0.12000608444213867
1,8,35,28,0.9,MILP,0.996,True,0.10015058517456055
1,8,35,28,0.9,Dijkstra,0.996,True,0.000277395000011893
1,9,57,4,0.5,ILP,0.988,True,0.12303829193115234
1,9,57,4,0.5,MILP,0.988,True,0.08943629264831543
1,9,57,4,0.5,Dijkstra,0.988,True,0.0003524820003804052
1,9,57,4,0.6,ILP,0.996,True,0.09815168380737305
1,9,57,4,0.6,MILP,0.996,True,0.09613037109375
1,9,57,4,0.6,Dijkstra,0.996,True,0.0002727989999584679
1,9,57,4,0.7,ILP,0.996,True,0.12477254867553711
1,9,57,4,0.7,MILP,0.996,True,0.09478425979614258
1,9,57,4,0.7,Dijkstra,0.996,True,0.00034239099977639853
1,9,57,4,0.8,ILP,0.998,True,0.09431219100952148
1,9,57,4,0.8,MILP,0.998,True,0.0894014835357666
1,9,57,4,0.8,Dijkstra,0.998,True,0.00027325100018060766
1,9,57,4,0.9,ILP,0.998,True,0.0867464542388916
1,9,57,4,0.9,MILP,0.998,True,0.09237217903137207
1,9,57,4,0.9,Dijkstra,0.998,True,0.0002673560002222075
1,10,55,53,0.5,ILP,0.976,True,0.1662158966064453
1,10,55,53,0.5,MILP,0.976,True,0.237473726272583
1,10,55,53,0.5,Dijkstra,0.976,True,0.00034867800013671513
1,10,55,53,0.6,ILP,0.984,True,0.17946124076843262
1,10,55,53,0.6,MILP,0.98,False,0.14758968353271484
1,10,55,53,0.6,Dijkstra,0.984,True,0.0003195069998582767
1,10,55,53,0.7,ILP,0.99,True,0.29166269302368164
1,10,55,53,0.7,MILP,0.99,False,0.11431431770324707
1,10,55,53,0.7,Dijkstra,0.988,False,0.000288346999695932
1,10,55,53,0.8,ILP,0.996,True,0.10230541229248047
1,10,55,53,0.8,MILP,0.996,False,0.11646890640258789
1,10,55,53,0.8,Dijkstra,0.992,False,0.00029629199980263365
1,10,55,53,0.9,ILP,0.998,True,0.10993075370788574
1,10,55,53,0.9,MILP,0.996,False,0.10412788391113281
1,10,55,53,0.9,Dijkstra,0.996,False,0.0002871130000130506
1,11,17,41,0.5,ILP,0.966,True,2.5220210552215576
1,11,17,41,0.5,MILP,0.966,False,0.11720514297485352
1,11,17,41,0.5,Dijkstra,0.966,False,0.0003430149999985588
1,11,17,41,0.6,ILP,0.982,True,0.5571961402893066
1,11,17,41,0.6,MILP,0.982,False,0.12777495384216309
1,11,17,41,0.6,Dijkstra,0.982,False,0.0003361659996699018
1,11,17,41,0.7,ILP,0.994,True,0.3423428535461426
1,11,17,41,0.7,MILP,0.994,True,0.14198899269104004
1,11,17,41,0.7,Dijkstra,0.994,True,0.0003090700001848745
1,11,17,41,0.8,ILP,0.998,True,0.17409443855285645
1,11,17,41,0.8,MILP,0.998,True,0.12723278999328613
1,11,17,41,0.8,Dijkstra,0.998,True,0.0002953299999717274
1,11,17,41,0.9,ILP,0.998,True,0.16621923446655273
1,11,17,41,0.9,MILP,0.998,True,0.12760281562805176
1,11,17,41,0.9,Dijkstra,0.998,True,0.00028023999993820325
1,12,45,23,0.5,ILP,0.99,True,0.10244894027709961
1,12,45,23,0.5,MILP,0.99,False,0.0999917984008789
1,12,45,23,0.5,Dijkstra,0.99,True,0.0002853350001714716
1,12,45,23,0.6,ILP,0.994,True,0.10098385810852051
1,12,45,23,0.6,MILP,0.994,False,0.10038518905639648
1,12,45,23,0.6,Dijkstra,0.994,True,0.00026707500001066364
1,12,45,23,0.7,ILP,0.998,True,0.11488103866577148
1,12,45,23,0.7,MILP,0.996,False,0.09427070617675781
1,12,45,23,0.7,Dijkstra,0.996,False,0.00033644399991317187
1,12,45,23,0.8,ILP,0.998,True,0.08849430084228516
1,12,45,23,0.8,MILP,0.998,True,0.08627581596374512
1,12,45,23,0.8,Dijkstra,0.998,True,0.0002741859998423024
1,12,45,23,0.9,ILP,0.998,True,0.08798360824584961
1,12,45,23,0.9,MILP,0.998,True,0.08572959899902344
1,12,45,23,0.9,Dijkstra,0.998,True,0.0002952019999611366
1,13,4,63,0.5,ILP,0.926,True,0.2618556022644043
1,13,4,63,0.5,MILP,0.926,True,0.12047290802001953
1,13,4,63,0.5,Dijkstra,0.926,True,0.0002982920000249578
1,13,4,63,0.6,ILP,0.964,True,0.2791316509246826
1,13,4,63,0.6,MILP,0.964,True,0.12307929992675781
1,13,4,63,0.6,Dijkstra,0.964,True,0.0002871249998861458
1,13,4,63,0.7,ILP,0.984,True,0.14451241493225098
1,13,4,63,0.7,MILP,0.984,True,0.11956977844238281
1,13,4,63,0.7,Dijkstra,0.984,True,0.00029855299999326235
1,13,4,63,0.8,ILP,0.988,True,0.15027070045471191
1,13,4,63,0.8,MILP,0.988,True,0.11768126487731934
1,13,4,63,0.8,Dijkstra,0.988,True,0.0002867399998649489
1,13,4,63,0.9,ILP,0.996,True,0.11267662048339844
1,13,4,63,0.9,MILP,0.996,True,0.11605000495910645
1,13,4,63,0.9,Dijkstra,0.996,True,0.0002735630000643141
1,14,44,50,0.5,ILP,0.966,True,0.18376684188842773
1,14,44,50,0.5,MILP,0.966,True,0.08938241004943848
1,14,44,50,0.5,Dijkstra,0.966,True,0.00030761300013182336
1,14,44,50,0.6,ILP,0.982,True,0.18167805671691895
1,14,44,50,0.6,MILP,0.982,True,0.09069418907165527
1,14,44,50,0.6,Dijkstra,0.982,True,0.00027364300012777676
1,14,44,50,0.7,ILP,0.994,True,0.09495186805725098
1,14,44,50,0.7,MILP,0.994,True,0.0891411304473877
1,14,44,50,0.7,Dijkstra,0.994,True,0.00027515100009622984
1,14,44,50,0.8,ILP,0.996,True,0.10339999198913574
1,14,44,50,0.8,MILP,0.996,True,0.08812308311462402
1,14,44,50,0.8,Dijkstra,0.996,True,0.0002611680001791683
1,14,44,50,0.9,ILP,0.998,True,0.08797287940979004
1,14,44,50,0.9,MILP,0.998,True,0.10621118545532227
1,14,44,50,0.9,Dijkstra,0.998,True,0.0002681070000107866
1,15,49,12,0.5,ILP,0.984,True,0.1546306610107422
1,15,49,12,0.5,MILP,0.984,True,0.7319839000701904
1,15,49,12,0.5,Dijkstra,0.984,True,0.0003167750001011882
1,15,49,12,0.6,ILP,0.986,True,0.20969176292419434
1,15,49,12,0.6,MILP,0.968,False,0.6156320571899414
1,15,49,12,0.6,Dijkstra,0.986,True,0.0003269650001129776
1,15,49,12,0.7,ILP,0.99,True,0.231170654296875
1,15,49,12,0.7,MILP,0.986,False,0.555138349533081
1,15,49,12,0.7,Dijkstra,0.99,False,0.0002872390000447922
1,15,49,12,0.8,ILP,0.994,True,0.15408706665039062
1,15,49,12,0.8,MILP,0.992,False,0.37118101119995117
1,15,49,12,0.8,Dijkstra,0.994,True,0.00030451400016318075
1,15,49,12,0.9,ILP,0.996,True,0.13338375091552734
1,15,49,12,0.9,MILP,0.994,False,0.3304121494293213
1,15,49,12,0.9,Dijkstra,0.996,True,0.0002876580001611728
1,16,32,2,0.5,ILP,0.768,True,3.484220027923584
1,16,32,2,0.5,MILP,0.768,True,0.3127124309539795
1,16,32,2,0.5,Dijkstra,0.768,True,0.00032059299974207534
1,16,32,2,0.6,ILP,0.88,True,3.0958030223846436
1,16,32,2,0.6,MILP,0.88,False,0.2752711772918701
1,16,32,2,0.6,Dijkstra,0.88,True,0.00032323499999620253
1,16,32,2,0.7,ILP,0.938,True,1.5255250930786133
1,16,32,2,0.7,MILP,0.938,False,0.2470564842224121
1,16,32,2,0.7,Dijkstra,0.938,True,0.0002796719995785679
1,16,32,2,0.8,ILP,0.974,True,0.5043768882751465
1,16,32,2,0.8,MILP,0.974,True,0.15240955352783203
1,16,32,2,0.8,Dijkstra,0.974,True,0.00029428000016196165
1,16,32,2,0.9,ILP,0.994,True,0.15498805046081543
1,16,32,2,0.9,MILP,0.994,False,0.15642786026000977
1,16,32,2,0.9,Dijkstra,0.994,True,0.0002880749998439569
1,17,35,10,0.5,ILP,0.9400000000000001,True,0.4668998718261719
1,17,35,10,0.5,MILP,0.94,True,0.3362436294555664
1,17,35,10,0.5,Dijkstra,0.94,True,0.00032809100002850755
1,17,35,10,0.6,ILP,0.978,True,0.3323483467102051
1,17,35,10,0.6,MILP,0.978,True,0.20172929763793945
1,17,35,10,0.6,Dijkstra,0.978,True,0.0003150659999846539
1,17,35,10,0.7,ILP,0.992,True,0.1485888957977295
1,17,35,10,0.7,MILP,0.992,True,0.13558745384216309
1,17,35,10,0.7,Dijkstra,0.992,True,0.00033990099973379984
1,17,35,10,0.8,ILP,0.996,True,0.1137545108795166
1,17,35,10,0.8,MILP,0.994,False,0.11297941207885742
1,17,35,10,0.8,Dijkstra,0.994,False,0.0002914049996434187
1,17,35,10,0.9,ILP,0.998,True,0.09721231460571289
1,17,35,10,0.9,MILP,0.998,True,0.09728121757507324
1,17,35,10,0.9,Dijkstra,0.998,True,0.0003004569998665829
1,18,48,44,0.5,ILP,0.944,True,0.34102964401245117
1,18,48,44,0.5,MILP,0.944,True,0.11761713027954102
1,18,48,44,0.5,Dijkstra,0.944,True,0.0003996669997832214
1,18,48,44,0.6,ILP,0.986,True,0.12318253517150879
1,18,48,44,0.6,MILP,0.986,True,0.0945577621459961
1,18,48,44,0.6,Dijkstra,0.986,True,0.00035730999979932676
1,18,48,44,0.7,ILP,0.992,True,0.10894036293029785
1,18,48,44,0.7,MILP,0.992,False,0.09557414054870605
1,18,48,44,0.7,Dijkstra,0.992,True,0.0002787829998851521
1,18,48,44,0.8,ILP,0.996,True,0.10395359992980957
1,18,48,44,0.8,MILP,0.996,True,0.09415602684020996
1,18,48,44,0.8,Dijkstra,0.996,True,0.000281931999779772
1,18,48,44,0.9,ILP,0.998,True,0.08985638618469238
1,18,48,44,0.9,MILP,0.998,True,0.09091329574584961
1,18,48,44,0.9,Dijkstra,0.998,True,0.0003162689999953727
1,19,26,21,0.5,ILP,0.908,True,0.39092135429382324
1,19,26,21,0.5,MILP,0.908,True,0.10906291007995605
1,19,26,21,0.5,Dijkstra,0.908,True,0.00032135199990079855
1,19,26,21,0.6,ILP,0.962,True,0.2474498748779297
1,19,26,21,0.6,MILP,0.962,True,0.10518670082092285
1,19,26,21,0.6,Dijkstra,0.962,True,0.0003198220001650043
1,19,26,21,0.7,ILP,0.978,True,0.2138655185699463
1,19,26,21,0.7,MILP,0.978,False,0.09530019760131836
1,19,26,21,0.7,Dijkstra,0.978,False,0.0003055659999517957
1,19,26,21,0.8,ILP,0.988,True,0.1902294158935547
1,19,26,21,0.8,MILP,0.988,True,0.10232973098754883
1,19,26,21,0.8,Dijkstra,0.988,True,0.00030163400015226216
1,19,26,21,0.9,ILP,0.99,True,0.24448704719543457
1,19,26,21,0.9,MILP,0.99,True,0.10304975509643555
1,19,26,21,0.9,Dijkstra,0.99,True,0.00035991200002172263
2,0,34,63,0.5,ILP,0.894,True,2.357170820236206
2,0,34,63,0.5,MILP,0.894,True,0.8311047554016113
2,0,34,63,0.5,Dijkstra,0.894,True,0.0002953590001197881
2,0,34,63,0.6,ILP,0.946,True,2.1864840984344482
2,0,34,63,0.6,MILP,0.946,False,0.9053316116333008
2,0,34,63,0.6,Dijkstra,0.946,True,0.0002878999998756626
2,0,34,63,0.7,ILP,0.972,True,1.7603843212127686
2,0,34,63,0.7,MILP,0.972,True,0.6347379684448242
2,0,34,63,0.7,Dijkstra,0.972,True,0.00034160299992436194
2,0,34,63,0.8,ILP,0.984,True,1.9184703826904297
2,0,34,63,0.8,MILP,0.984,False,0.834726095199585
2,0,34,63,0.8,Dijkstra,0.982,False,0.00032965399987006094
2,0,34,63,0.9,ILP,0.994,True,1.2650818824768066
2,0,34,63,0.9,MILP,0.992,False,0.4962027072906494
2,0,34,63,0.9,Dijkstra,0.992,False,0.0002946059998976125
2,1,47,49,0.5,ILP,0.982,True,0.0841360092163086
2,1,47,49,0.5,MILP,0.982,True,0.08689713478088379
2,1,47,49,0.5,Dijkstra,0.982,True,0.0003582210001695785
2,1,47,49,0.6,ILP,0.992,True,0.09952259063720703
2,1,47,49,0.6,MILP,0.992,True,0.08379817008972168
2,1,47,49,0.6,Dijkstra,0.992,True,0.0002746170002865256
2,1,47,49,0.7,ILP,0.996,True,0.08420395851135254
2,1,47,49,0.7,MILP,0.996,True,0.08397293090820312
2,1,47,49,0.7,Dijkstra,0.996,True,0.00024935900000855327
2,1,47,49,0.8,ILP,0.996,True,0.0871272087097168
2,1,47,49,0.8,MILP,0.996,True,0.08357501029968262
2,1,47,49,0.8,Dijkstra,0.996,True,0.0002604480000627518
2,1,47,49,0.9,ILP,0.996,True,0.0812833309173584
2,1,47,49,0.9,MILP,0.996,True,0.08519673347473145
2,1,47,49,0.9,Dijkstra,0.996,True,0.00027969099983238266
2,2,46,51,0.5,ILP,0.862,True,0.5188953876495361
2,2,46,51,0.5,MILP,0.862,False,0.23903608322143555
2,2,46,51,0.5,Dijkstra,0.862,True,0.0002942359997177846
2,2,46,51,0.6,ILP,0.924,True,0.3999965190887451
2,2,46,51,0.6,MILP,0.924,False,0.17753267288208008
2,2,46,51,0.6,Dijkstra,0.924,True,0.0003188910000062606
2,2,46,51,0.7,ILP,0.966,True,0.3071906566619873
2,2,46,51,0.7,MILP,0.966,False,0.11795735359191895
2,2,46,51,0.7,Dijkstra,0.966,False,0.0002936779997071426
2,2,46,51,0.8,ILP,0.978,True,0.38497352600097656
2,2,46,51,0.8,MILP,0.978,False,0.11250805854797363
2,2,46,51,0.8,Dijkstra,0.978,False,0.00027033100013795774
2,2,46,51,0.9,ILP,0.996,True,0.09358978271484375
2,2,46,51,0.9,MILP,0.996,True,0.0938265323638916
2,2,46,51,0.9,Dijkstra,0.996,True,0.0002781110001706111
2,3,33,8,0.5,ILP,0.958,True,0.2655954360961914
2,3,33,8,0.5,MILP,0.958,True,0.09911155700683594
2,3,33,8,0.5,Dijkstra,0.958,True,0.0002799769999910495
2,3,33,8,0.6,ILP,0.982,True,0.17543625831604004
2,3,33,8,0.6,MILP,0.982,True,0.10142660140991211
2,3,33,8,0.6,Dijkstra,0.982,True,0.00027247200023339246
2,3,33,8,0.7,ILP,0.996,True,0.11651372909545898
2,3,33,8,0.7,MILP,0.996,True,0.09873366355895996
2,3,33,8,0.7,Dijkstra,0.996,True,0.00032020499975260464
2,3,33,8,0.8,ILP,0.998,True,0.0918281078338623
2,3,33,8,0.8,MILP,0.998,True,0.11557412147521973
2,3,33,8,0.8,Dijkstra,0.998,True,0.0002886459997171187
2,3,33,8,0.9,ILP,0.998,True,0.09251999855041504
2,3,33,8,0.9,MILP,0.998,True,0.10740494728088379
2,3,33,8,0.9,Dijkstra,0.998,True,0.00025583000024198554
2,4,54,29,0.5,ILP,0.964,True,0.7670605182647705
2,4,54,29,0.5,MILP,0.964,True,0.2390303611755371
2,4,54,29,0.5,Dijkstra,0.964,True,0.00033229700011361274
2,4,54,29,0.6,ILP,0.984,True,0.6058516502380371
2,4,54,29,0.6,MILP,0.984,True,0.13385343551635742
2,4,54,29,0.6,Dijkstra,0.984,True,0.00028538900005514733
2,4,54,29,0.7,ILP,0.996,True,0.10152959823608398
2,4,54,29,0.7,MILP,0.992,False,0.10143232345581055
2,4,54,29,0.7,Dijkstra,0.996,True,0.00028712900029859156
2,4,54,29,0.8,ILP,0.998,True,0.08570003509521484
2,4,54,29,0.8,MILP,0.998,True,0.08453631401062012
2,4,54,29,0.8,Dijkstra,0.998,False,0.000282145999790373
2,4,54,29,0.9,ILP,0.998,True,0.08777880668640137
2,4,54,29,0.9,MILP,0.998,True,0.08326244354248047
2,4,54,29,0.9,Dijkstra,0.998,False,0.00028079499998057145
2,5,32,24,0.5,ILP,0.926,True,0.6932103633880615
2,5,32,24,0.5,MILP,0.926,True,0.0994269847869873
2,5,32,24,0.5,Dijkstra,0.926,True,0.00028486700011853827
2,5,32,24,0.6,ILP,0.954,True,0.5481407642364502
2,5,32,24,0.6,MILP,0.954,True,0.09698772430419922
2,5,32,24,0.6,Dijkstra,0.954,True,0.00028775800001312746
2,5,32,24,0.7,ILP,0.972,True,0.43822622299194336
2,5,32,24,0.7,MILP,0.972,True,0.10156059265136719
2,5,32,24,0.7,Dijkstra,0.972,True,0.0003328739999233221
2,5,32,24,0.8,ILP,0.988,True,0.356245756149292
2,5,32,24,0.8,MILP,0.988,True,0.11153531074523926
2,5,32,24,0.8,Dijkstra,0.988,True,0.0002757069996732753
2,5,32,24,0.9,ILP,0.994,True,0.1701183319091797
2,5,32,24,0.9,MILP,0.994,False,0.1137394905090332
2,5,32,24,0.9,Dijkstra,0.994,False,0.00027247600019109086
2,6,50,41,0.5,ILP,0.986,True,0.10415101051330566
2,6,50,41,0.5,MILP,0.986,True,0.1028904914855957
2,6,50,41,0.5,Dijkstra,0.986,True,0.0003115640001851716
2,6,50,41,0.6,ILP,0.996,True,0.09588074684143066
2,6,50,41,0.6,MILP,0.996,True,0.09397411346435547
2,6,50,41,0.6,Dijkstra,0.996,True,0.00025336199996672804
2,6,50,41,0.7,ILP,0.998,True,0.09548044204711914
2,6,50,41,0.7,MILP,0.998,True,0.09293174743652344
2,6,50,41,0.7,Dijkstra,0.998,True,0.00028161000000181957
2,6,50,41,0.8,ILP,0.998,True,0.09662580490112305
2,6,50,41,0.8,MILP,0.998,True,0.09163284301757812
2,6,50,41,0.8,Dijkstra,0.998,True,0.00024493199998687487
2,6,50,41,0.9,ILP,0.998,True,0.09965944290161133
2,6,50,41,0.9,MILP,0.998,True,0.09058952331542969
2,6,50,41,0.9,Dijkstra,0.998,True,0.00025470700029472937
2,7,26,53,0.5,ILP,0.918,True,0.5566403865814209
2,7,26,53,0.5,MILP,0.918,True,0.10511040687561035
2,7,26,53,0.5,Dijkstra,0.918,True,0.00032405999991169665
2,7,26,53,0.6,ILP,0.964,True,0.2798149585723877
2,7,26,53,0.6,MILP,0.964,True,0.10508036613464355
2,7,26,53,0.6,Dijkstra,0.964,True,0.00029059000007691793
2,7,26,53,0.7,ILP,0.984,True,0.15991640090942383
2,7,26,53,0.7,MILP,0.984,True,0.09511399269104004
2,7,26,53,0.7,Dijkstra,0.984,True,0.00030780799988860963
2,7,26,53,0.8,ILP,0.992,True,0.11502671241760254
2,7,26,53,0.8,MILP,0.992,True,0.10200238227844238
2,7,26,53,0.8,Dijkstra,0.992,True,0.0002962729995488189
2,7,26,53,0.9,ILP,0.994,True,0.12118673324584961
2,7,26,53,0.9,MILP,0.994,True,0.09694647789001465
2,7,26,53,0.9,Dijkstra,0.994,True,0.00030069300009927247
2,8,35,28,0.5,ILP,0.968,True,0.6669435501098633
2,8,35,28,0.5,MILP,0.968,True,0.1340939998626709
2,8,35,28,0.5,Dijkstra,0.968,True,0.00030070999991949066
2,8,35,28,0.6,ILP,0.988,True,0.2656874656677246
2,8,35,28,0.6,MILP,0.988,True,0.11023545265197754
2,8,35,28,0.6,Dijkstra,0.988,True,0.0002794990000438702
2,8,35,28,0.7,ILP,0.992,True,0.2274935245513916
2,8,35,28,0.7,MILP,0.992,True,0.09767603874206543
2,8,35,28,0.7,Dijkstra,0.992,True,0.0003005710000252293
2,8,35,28,0.8,ILP,0.994,True,0.17551827430725098
2,8,35,28,0.8,MILP,0.994,True,0.1199488639831543
2,8,35,28,0.8,Dijkstra,0.994,True,0.0002908289998231339
2,8,35,28,0.9,ILP,0.998,True,0.10141444206237793
2,8,35,28,0.9,MILP,0.998,True,0.1028909683227539
2,8,35,28,0.9,Dijkstra,0.998,True,0.00036550200002238853
2,9,57,4,0.5,ILP,0.976,True,0.16894125938415527
2,9,57,4,0.5,MILP,0.976,True,0.09274911880493164
2,9,57,4,0.5,Dijkstra,0.976,True,0.00027941500002270914
2,9,57,4,0.6,ILP,0.994,True,0.09206318855285645
2,9,57,4,0.6,MILP,0.994,True,0.09150362014770508
2,9,57,4,0.6,Dijkstra,0.994,True,0.0002760980000857671
2,9,57,4,0.7,ILP,0.996,True,0.0876469612121582
2,9,57,4,0.7,MILP,0.996,True,0.09242534637451172
2,9,57,4,0.7,Dijkstra,0.996,True,0.0002644629998940218
2,9,57,4,0.8,ILP,0.998,True,0.08760356903076172
2,9,57,4,0.8,MILP,0.998,True,0.09303116798400879
2,9,57,4,0.8,Dijkstra,0.998,True,0.00026633200013748137
2,9,57,4,0.9,ILP,0.998,True,0.08684706687927246
2,9,57,4,0.9,MILP,0.998,True,0.09361910820007324
2,9,57,4,0.9,Dijkstra,0.998,True,0.00039819399989937665
2,10,55,53,0.5,ILP,0.908,True,0.40363430976867676
2,10,55,53,0.5,MILP,0.908,True,0.10658717155456543
2,10,55,53,0.5,Dijkstra,0.908,True,0.00029025899993939674
2,10,55,53,0.6,ILP,0.956,True,0.2697482109069824
2,10,55,53,0.6,MILP,0.956,True,0.11275815963745117
2,10,55,53,0.6,Dijkstra,0.956,True,0.0002815279999595077
2,10,55,53,0.7,ILP,0.976,True,0.2458350658416748
2,10,55,53,0.7,MILP,0.972,False,0.1311497688293457
2,10,55,53,0.7,Dijkstra,0.976,True,0.0002709279997361591
2,10,55,53,0.8,ILP,0.988,True,0.14063310623168945
2,10,55,53,0.8,MILP,0.986,False,0.08712267875671387
2,10,55,53,0.8,Dijkstra,0.988,True,0.0002720429997680185
2,10,55,53,0.9,ILP,0.994,True,0.1398324966430664
2,10,55,53,0.9,MILP,0.994,False,0.09702301025390625
2,10,55,53,0.9,Dijkstra,0.99,False,0.0002698160001273209
2,11,17,41,0.5,ILP,0.968,True,0.5879182815551758
2,11,17,41,0.5,MILP,0.968,True,0.11347460746765137
2,11,17,41,0.5,Dijkstra,0.968,True,0.0002815289999489323
2,11,17,41,0.6,ILP,0.984,True,0.5365104675292969
2,11,17,41,0.6,MILP,0.984,True,0.11015796661376953
2,11,17,41,0.6,Dijkstra,0.984,True,0.00028159199973742943
2,11,17,41,0.7,ILP,0.992,True,0.27945446968078613
2,11,17,41,0.7,MILP,0.992,True,0.10906410217285156
2,11,17,41,0.7,Dijkstra,0.992,True,0.00028069999962099246
2,11,17,41,0.8,ILP,0.994,True,0.23125910758972168
2,11,17,41,0.8,MILP,0.994,False,0.12193679809570312
2,11,17,41,0.8,Dijkstra,0.994,False,0.00030048500002521905
2,11,17,41,0.9,ILP,0.996,True,0.9652352333068848
2,11,17,41,0.9,MILP,0.996,True,0.1526200771331787
2,11,17,41,0.9,Dijkstra,0.996,True,0.00028229600002305233
2,12,45,23,0.5,ILP,0.938,True,0.9591569900512695
2,12,45,23,0.5,MILP,0.938,True,0.2012653350830078
2,12,45,23,0.5,Dijkstra,0.9339999999999999,False,0.0002832459999808634
2,12,45,23,0.6,ILP,0.964,True,0.7192878723144531
2,12,45,23,0.6,MILP,0.958,False,0.1936335563659668
2,12,45,23,0.6,Dijkstra,0.956,False,0.00030568000011044205
2,12,45,23,0.7,ILP,0.984,True,0.6303718090057373
2,12,45,23,0.7,MILP,0.984,False,0.10765290260314941
2,12,45,23,0.7,Dijkstra,0.978,False,0.0003156140001010499
2,12,45,23,0.8,ILP,0.994,True,0.16698765754699707
2,12,45,23,0.8,MILP,0.994,True,0.10068678855895996
2,12,45,23,0.8,Dijkstra,0.99,False,0.0002812839998114214
2,12,45,23,0.9,ILP,0.998,True,0.14581942558288574
2,12,45,23,0.9,MILP,0.998,True,0.10779380798339844
2,12,45,23,0.9,Dijkstra,0.994,False,0.00030374900006790995
2,13,4,63,0.5,ILP,0.882,True,0.40296125411987305
2,13,4,63,0.5,MILP,0.882,False,0.12171053886413574
2,13,4,63,0.5,Dijkstra,0.882,True,0.0002724510000007285
2,13,4,63,0.6,ILP,0.9319999999999999,True,0.30764079093933105
2,13,4,63,0.6,MILP,0.9319999999999999,True,0.15562057495117188
2,13,4,63,0.6,Dijkstra,0.9319999999999999,True,0.00025361600000906037
2,13,4,63,0.7,ILP,0.96,True,0.26163721084594727
2,13,4,63,0.7,MILP,0.96,True,0.13472867012023926
2,13,4,63,0.7,Dijkstra,0.96,True,0.0002923670003838197
2,13,4,63,0.8,ILP,0.982,True,0.16434741020202637
2,13,4,63,0.8,MILP,0.982,True,0.13110828399658203
2,13,4,63,0.8,Dijkstra,0.982,True,0.00027901500016014325
2,13,4,63,0.9,ILP,0.988,True,0.14311742782592773
2,13,4,63,0.9,MILP,0.988,True,0.12859344482421875
2,13,4,63,0.9,Dijkstra,0.988,True,0.0003293629997642711
2,14,44,50,0.5,ILP,0.94,True,0.5067994594573975
2,14,44,50,0.5,MILP,0.94,True,0.12535476684570312
2,14,44,50,0.5,Dijkstra,0.94,True,0.0002911699998549011
2,14,44,50,0.6,ILP,0.98,True,0.23425602912902832
2,14,44,50,0.6,MILP,0.98,True,0.11844015121459961
2,14,44,50,0.6,Dijkstra,0.98,True,0.0003050669997719524
2,14,44,50,0.7,ILP,0.99,True,0.19810914993286133
2,14,44,50,0.7,MILP,0.99,False,0.10026359558105469
2,14,44,50,0.7,Dijkstra,0.99,True,0.00029978599968671915
2,14,44,50,0.8,ILP,0.996,True,0.10392403602600098
2,14,44,50,0.8,MILP,0.996,True,0.08942103385925293
2,14,44,50,0.8,Dijkstra,0.996,True,0.00027073199998994824
2,14,44,50,0.9,ILP,0.998,True,0.11737680435180664
2,14,44,50,0.9,MILP,0.998,False,0.13305258750915527
2,14,44,50,0.9,Dijkstra,0.998,True,0.00029995799968673964
2,15,49,12,0.5,ILP,0.958,True,0.5029804706573486
2,15,49,12,0.5,MILP,0.956,False,0.2667500972747803
2,15,49,12,0.5,Dijkstra,0.956,False,0.0002987890002259519
2,15,49,12,0.6,ILP,0.976,True,0.3330965042114258
2,15,49,12,0.6,MILP,0.976,True,0.19652295112609863
2,15,49,12,0.6,Dijkstra,0.976,True,0.00025380799979757285
2,15,49,12,0.7,ILP,0.992,True,0.14091086387634277
2,15,49,12,0.7,MILP,0.992,True,0.15310382843017578
2,15,49,12,0.7,Dijkstra,0.992,True,0.00030247899985624827
2,15,49,12,0.8,ILP,0.996,True,0.13017749786376953
2,15,49,12,0.8,MILP,0.996,True,0.1767139434814453
2,15,49,12,0.8,Dijkstra,0.996,True,0.00032268799986923113
2,15,49,12,0.9,ILP,0.996,True,0.12497591972351074
2,15,49,12,0.9,MILP,0.996,False,0.14938592910766602
2,15,49,12,0.9,Dijkstra,0.996,True,0.0002796600001602201
2,16,32,2,0.5,ILP,0.928,True,1.955226182937622
2,16,32,2,0.5,MILP,0.928,True,0.36086010932922363
2,16,32,2,0.5,Dijkstra,0.92,False,0.0003088929997829837
2,16,32,2,0.6,ILP,0.964,True,1.2933368682861328
2,16,32,2,0.6,MILP,0.958,False,0.3388183116912842
2,16,32,2,0.6,Dijkstra,0.964,True,0.0002768100002867868
2,16,32,2,0.7,ILP,0.98,True,0.9142241477966309
2,16,32,2,0.7,MILP,0.98,True,0.517664909362793
