repeat,od_idx,origin,dest,alpha,method,punctuality_prob,correct,objective_gap,tie_aware_correct,late_count,delay_sum,max_delay,path_length,mean_time,status,reference_available,reference_status,deadline_mode,solve_time
0,0,34,63,0.5,ILP,0.9339999999999999,True,0.0,True,33,2999.877633494752,397.58410243256367,6,271.3991645296181,Optimal,True,Optimal,heuristic,1.7366576319982414
0,0,34,63,0.5,MILP,0.924,False,0.009999999999999898,False,38,2398.741400821509,303.79029125216107,5,264.8210991554075,Optimal,True,Optimal,heuristic,1.5987983429986343
0,0,34,63,0.5,Dijkstra,0.924,False,0.009999999999999898,False,38,2398.741400821509,303.79029125216107,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.00035748300069826655
0,0,34,63,0.6,ILP,0.98,True,0.0,True,10,999.939106826736,243.03223300172886,5,264.8210991554075,Optimal,True,Optimal,heuristic,1.5113096680033777
0,0,34,63,0.6,MILP,0.98,True,0.0,True,10,999.939106826736,243.03223300172886,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.6198414940008661
0,0,34,63,0.6,Dijkstra,0.98,True,0.0,True,10,999.939106826736,243.03223300172886,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.00036056899989489466
0,0,34,63,0.7,ILP,0.986,True,0.0,True,7,839.4997132179537,276.06798593169924,6,271.3991645296181,Optimal,True,Optimal,heuristic,1.0046012009988772
0,0,34,63,0.7,MILP,0.986,False,0.0,True,7,505.9471308855682,182.27417475129664,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.9626913510001032
0,0,34,63,0.7,Dijkstra,0.986,False,0.0,True,7,505.9471308855682,182.27417475129664,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.0004278999986127019
0,0,34,63,0.8,ILP,0.994,True,0.0,True,3,235.0048679464055,121.51611650086443,4,264.8210991554074,Optimal,True,Optimal,heuristic,0.35657079099837574
0,0,34,63,0.8,MILP,0.994,False,0.0,True,3,235.0048679464054,121.51611650086443,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.4811834339998313
0,0,34,63,0.8,Dijkstra,0.994,False,0.0,True,3,235.0048679464054,121.51611650086443,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.0004279950007912703
0,0,34,63,0.9,ILP,0.996,True,0.0,True,2,291.5638394974005,154.5518694308348,6,271.3991645296181,Optimal,True,Optimal,heuristic,0.2953632610006025
0,0,34,63,0.9,MILP,0.996,False,0.0,True,2,90.3787568509963,60.758058250432214,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.21364309199998388
0,0,34,63,0.9,Dijkstra,0.996,False,0.0,True,2,90.3787568509963,60.758058250432214,5,264.8210991554075,Optimal,True,Optimal,heuristic,0.0003277280011388939
0,1,47,49,0.5,ILP,0.992,True,0.0,True,4,395.5627786634835,184.18316159482828,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.09810023699901649
0,1,47,49,0.5,MILP,0.992,True,0.0,True,4,395.5627786634835,184.18316159482828,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.10142054300013115
0,1,47,49,0.5,Dijkstra,0.992,True,0.0,True,4,395.5627786634835,184.18316159482828,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.00033763699684641324
0,1,47,49,0.6,ILP,0.994,True,0.0,True,3,270.51234000104523,147.34652927586262,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.09611833199960529
0,1,47,49,0.6,MILP,0.994,True,0.0,True,3,270.51234000104523,147.34652927586262,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.10504526300064754
0,1,47,49,0.6,Dijkstra,0.994,True,0.0,True,3,270.51234000104523,147.34652927586262,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.0004155749993515201
0,1,47,49,0.7,ILP,0.996,True,0.0,True,2,172.1349396729579,110.50989695689702,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.0931674719977309
0,1,47,49,0.7,MILP,0.996,True,0.0,True,2,172.1349396729579,110.50989695689702,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.1079240029976063
0,1,47,49,0.7,Dijkstra,0.996,True,0.0,True,2,172.1349396729579,110.50989695689702,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.00036964999890187755
0,1,47,49,0.8,ILP,0.996,True,0.0,True,2,98.46167503502647,73.67326463793131,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.0909931489986775
0,1,47,49,0.8,MILP,0.996,True,0.0,True,2,98.46167503502647,73.67326463793131,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.09269068099820288
0,1,47,49,0.8,Dijkstra,0.996,True,0.0,True,2,98.46167503502647,73.67326463793131,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.00030161099857650697
0,1,47,49,0.9,ILP,0.998,True,0.0,True,1,36.836632318965655,36.836632318965655,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.1375602459993388
0,1,47,49,0.9,MILP,0.998,True,0.0,True,1,36.836632318965655,36.836632318965655,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.09188499900119496
0,1,47,49,0.9,Dijkstra,0.998,True,0.0,True,1,36.836632318965655,36.836632318965655,1,55.68233765953072,Optimal,True,Optimal,heuristic,0.00034253400008310564
0,2,46,51,0.5,ILP,0.9299999999999999,True,0.0,True,35,5792.159399853128,1537.851020137212,8,324.1812914651444,Optimal,True,Optimal,heuristic,0.5035472490017128
0,2,46,51,0.5,MILP,0.914,False,0.015999999999999903,False,43,4464.750695214954,411.71606000567635,8,346.7371313028325,Optimal,True,Optimal,heuristic,0.24407044899999164
0,2,46,51,0.5,Dijkstra,0.9299999999999999,False,0.0,True,35,5792.15939985313,1537.851020137212,8,324.1812914651442,Optimal,True,Optimal,heuristic,0.0003161859967804048
0,2,46,51,0.6,ILP,0.966,True,0.0,True,17,3425.5374913119135,1455.5078081360762,8,324.1812914651442,Optimal,True,Optimal,heuristic,0.3427480229984212
